lots,trades,mean_gross,mean_base_slippage,mean_ladder_impact,mean_volume_impact,mean_oi_impact,mean_impact,mean_cost,mean_net,net_win_rate,mean_participation_impact,impact_to_base_ratio,ladder_share_of_impact
14,272,1438.2683823529403,922.2131621784906,203.19951031051485,63.451304602437766,14.121267461069728,280.7720823740224,1635.024249339688,-196.7558669867476,0.49264705882352944,77.5725720635075,0.30445464659251964,0.7237169329386122
15,272,1541.0018382352932,988.0855309055255,234.4609734352095,70.54135800879577,15.701069783859866,320.7034012278651,1758.1944781324673,-217.19263989717402,0.49264705882352944,86.24242779265563,0.3245704862553328,0.7310835262037683
16,272,1643.7352941176462,1053.9578996325606,267.95539821166795,77.8766323716583,17.335628004276156,363.16765858760243,1883.896664782509,-240.16137066486294,0.49264705882352944,95.21226037593446,0.3445751094177603,0.7378283607460393
17,272,1746.468749999999,1119.8302683595957,303.6827846398904,85.44918951752004,19.023169591039064,408.15514374844946,2012.121102103678,-265.65235210367905,0.49264705882352944,104.4723591085591,0.36447947093477223,0.7440376270917547
18,272,1849.2022058823518,1185.7026370866308,341.64313271987663,93.25181435421847,20.7620834712067,455.65703054530184,2142.8589671290083,-293.65676124665646,0.49264705882352944,114.01389782542518,0.3842928372537728,0.7497813263432356
19,272,1951.9356617647045,1251.5750058136657,381.8364424516269,101.27791152050861,22.550896952843246,505.6652509249787,2276.1021947287577,-324.1665329640531,0.49264705882352944,123.82880847335186,0.40402312971745463,0.755117029997928
20,272,2054.6691176470576,1317.4473745407008,424.2627138351409,109.52142157090275,24.388257009757424,558.172392415801,2411.843375117138,-357.17425747008014,0.49264705882352944,133.90967858066017,0.42367718301491597,0.7600926158295082
21,272,2157.4025735294103,1383.3197432677357,468.92194687041894,117.9767521978286,26.27291492395514,613.1716139922027,2550.0756697474103,-392.673096218,0.49264705882352944,144.24966712178374,0.44326094308734654,0.7647482958602548
22,272,2260.1360294117635,1449.192111994771,515.8141415574609,126.63872119559343,28.20371354994427,670.6565763029985,2690.7927415654385,-430.65671215367547,0.49264705882352944,154.8424347455377,0.4627796209709278,0.7691181444919124
23,272,2362.869485294116,1515.0644807218061,564.9392978962667,135.5025087113261,30.17957665274823,730.621383260341,2833.9886966198073,-471.11921132569125,0.49264705882352944,165.68208536407434,0.48223781400528826,0.7732312670281687
24,272,2465.6029411764694,1580.936849448841,616.2974158868363,144.56361692684695,32.199499905186734,793.06053271887,2979.658034758845,-514.0550935823761,0.49264705882352944,176.7631168320337,0.501639602489722,0.7771127050970092
25,272,2568.336397058822,1646.8092181758761,669.88849552917,153.81783574909448,34.26254322681989,857.9688745050844,3127.795607675203,-559.459210616381,0.49264705882352944,188.08037897591439,0.5209886276052257,0.7807841466458701
26,272,2671.069852941175,1712.681586902911,725.7125368232673,163.26121340565604,36.367824218162916,925.3415744470864,3278.396582948633,-607.326730007458,0.49264705882352944,199.62903762381896,0.5402881548580241,0.7842644887720492
27,272,2773.803308823528,1778.5539556299461,783.7695397691288,172.89003107973448,38.514512496875184,995.1740833457385,3431.456413028389,-657.6531042048608,0.49264705882352944,211.40454357660968,0.5595411262028639,0.7875702883400304
28,272,2876.5367647058806,1844.4263243569812,844.059504366754,182.70078089844424,40.70182478272102,1067.4621100479194,3586.9708083162373,-710.4340436103566,0.49264705882352944,223.40260568116526,0.5787502032210837,0.7907161260542197
29,272,2979.2702205882338,1910.2986930840161,906.5824306161434,192.6901467254978,42.92902060872865,1142.2015979503697,3744.9357136788194,-765.6654930905855,0.49264705882352944,235.61916733422646,0.5979178031611284,0.7937149030810021
30,272,3082.0036764705865,1976.171061811051,971.3383185172963,202.8549873152609,45.195398559624195,1219.3887043921816,3905.347287847605,-823.3436113770186,0.49264705882352944,248.05038587488508,0.6170461292326989,0.7965780845915504
31,272,3184.7371323529396,2042.043430538086,1038.3271680702135,213.19232146775136,47.50029295706045,1299.019782495025,4068.201885265702,-883.464752912763,0.49264705882352944,260.69261442481184,0.636137196236188,0.7993159011604121
32,272,3287.4705882352923,2107.915799265121,1107.5489792748942,223.69931488915822,49.84307092567486,1381.0913650897273,4233.496040020258,-946.0254517849654,0.49264705882352944,273.5423858148331,0.6551928523763685,0.8019375164241495
33,272,3390.2040441176455,2173.7881679921566,1179.003752131339,234.3732685140529,52.22312978553173,1465.6001504309236,4401.2264515622865,-1011.022407444641,0.49264705882352944,286.5963982995846,0.6742147979325149,0.8044511675197918
