profile,config_id,trade_id,trade_date,entry_ts,split,confidence_score,risk_fraction,drawdown_before,losing_streak_before,margin_cap_lots,risk_cap_lots,lots,gross_pnl_rupees,total_cost_rupees,net_pnl_rupees,turnover_rupees,margin_rupees,equity_before,equity_after,margin_utilization
active_brake_max_return_dd_1.0%,8493,975,2022-08-25,2022-08-25 07:04:00+00:00,discovery_2021_2023,0.2916666666666667,0.04,-0.006739111666390962,0,11,8,8,3380.000000000001,454.6038957844273,2925.3961042155734,47773.7918087046,344995.1458082208,1022430.1823454809,1025355.5784496964,0.3374266055182302
active_brake_max_return_dd_1.0%,8493,985,2022-10-06,2022-10-06 05:00:00+00:00,discovery_2021_2023,0.4305555555555556,0.04,-0.0038971752844514373,0,11,10,10,1074.9999999999993,654.5630299484858,420.4369700515135,97372.89094319113,428474.9947832557,1025355.5784496964,1025776.0154197479,0.41787942035785836
active_brake_max_return_dd_1.0%,8493,989,2022-11-02,2022-11-02 08:25:00+00:00,discovery_2021_2023,0.6944444444444444,0.04,-0.00348873311835296,0,10,17,10,-350.000000000005,914.2168509605681,-1264.216850960573,224305.1977081365,467598.1834429478,1025776.0154197479,1024511.7985687873,0.4558482323761552
active_brake_max_return_dd_1.0%,8493,990,2022-11-03,2022-11-03 05:34:00+00:00,discovery_2021_2023,0.4722222222222222,0.04,-0.004716882652779697,0,11,9,9,5084.999999999997,513.1461999602645,4571.853800039733,72569.03029109958,398318.2308074609,1024511.7985687873,1029083.652368827,0.38878832958673554
active_brake_max_return_dd_1.0%,8493,991,2022-11-10,2022-11-10 08:11:00+00:00,discovery_2021_2023,0.8888888888888888,0.04,-0.00027546098392638996,0,11,7,7,4830.0,382.96818489577703,4447.031815104223,26709.2674725084,305598.97940672975,1029083.652368827,1033530.6841839312,0.296962233053919
active_brake_max_return_dd_1.0%,8493,992,2022-11-17,2022-11-17 08:21:00+00:00,discovery_2021_2023,0.875,0.04,0.0,0,11,7,7,4585.0,380.7206391669586,4204.279360833041,22785.762302299994,314188.6680510025,1033530.6841839312,1037734.9635447642,0.303995491240866
active_brake_max_return_dd_1.0%,8493,995,2022-12-08,2022-12-08 07:49:00+00:00,discovery_2021_2023,0.7361111111111112,0.04,0.0,0,11,7,7,1925.000000000001,385.53799932813297,1539.4620006718678,33530.33574350082,312700.4571041132,1037734.9635447642,1039274.4255454361,0.30132978851938275
active_brake_max_return_dd_1.0%,8493,996,2022-12-15,2022-12-15 07:28:00+00:00,discovery_2021_2023,0.8194444444444444,0.04,0.0,0,11,8,8,3580.000000000001,424.0844523932967,3155.9155476067044,43617.10498856931,358992.8072722229,1039274.4255454361,1042430.3410930427,0.3454263844545341
active_brake_max_return_dd_1.0%,8493,997,2022-12-22,2022-12-22 06:21:00+00:00,discovery_2021_2023,0.4583333333333333,0.04,0.0,0,11,10,10,4450.000000000001,575.784124249119,3874.215875750882,95281.0889321111,449546.0159146234,1042430.3410930427,1046304.5569687936,0.4312480155203952
active_brake_max_return_dd_1.0%,8493,1001,2023-01-19,2023-01-19 05:28:00+00:00,discovery_2021_2023,0.6111111111111112,0.04,0.0,0,11,9,9,2857.5,490.0113987872803,2367.48860121272,69363.78075009193,401373.8021067243,1046304.5569687936,1048672.0455700064,0.38361087069096594
active_brake_max_return_dd_1.0%,8493,1002,2023-01-25,2023-01-25 08:19:00+00:00,discovery_2021_2023,0.3055555555555556,0.04,0.0,0,12,7,7,7385.0,387.03660489874886,6997.963395101251,29048.263365683535,305559.0600988659,1048672.0455700064,1055670.0089651076,0.2913771387247946
active_brake_max_return_dd_1.0%,8493,1003,2023-01-31,2023-01-31 06:15:00+00:00,discovery_2021_2023,0.1388888888888889,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,1055670.0089651076,1055670.0089651076,0.0
active_brake_max_return_dd_1.0%,8493,1004,2023-02-02,2023-02-02 06:50:00+00:00,discovery_2021_2023,0.2083333333333333,0.04,0.0,0,12,10,10,3049.999999999999,602.7622423289397,2447.2377576710596,99498.68140648073,436321.07485616545,1055670.0089651076,1058117.2467227788,0.4133119925268114
active_brake_max_return_dd_1.0%,8493,1006,2023-02-16,2023-02-16 07:12:00+00:00,discovery_2021_2023,0.3333333333333333,0.04,0.0,0,11,8,8,-1979.999999999999,437.50708068410586,-2417.507080684105,51671.853701731765,353796.5738261862,1058117.2467227788,1055699.7396420946,0.3343642445314749
