policy,date,net_pnl_rupees,equity,peak_equity,drawdown_rupees,drawdown_pct,daily_return
fixed_balanced,2021-04-28,-2668.801444783505,995777.1199452683,998445.9213900517,-2668.8014447834576,-0.002672955427638901,-0.002672955427638901
fixed_balanced,2021-04-29,1251.0663316348273,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0012563718392160084
fixed_balanced,2021-04-30,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-03,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-04,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-05,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-06,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-07,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-10,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-11,0.0,997028.1862769031,998445.9213900517,-1417.7351131485775,-0.001419941814349679,0.0
fixed_balanced,2021-05-12,1957.67616450899,998985.862441412,998985.862441412,0.0,0.0,0.0019635113544975713
fixed_balanced,2021-05-13,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-14,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-17,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-18,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-19,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-20,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-21,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-24,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-25,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-26,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-27,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-28,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-05-31,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-06-01,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-06-02,0.0,998985.862441412,998985.862441412,0.0,0.0,0.0
fixed_balanced,2021-06-03,-3168.152977714672,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,-0.003171369182314643
fixed_balanced,2021-06-04,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-07,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-08,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-09,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-10,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-11,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-14,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-15,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-16,0.0,995817.7094636974,998985.862441412,-3168.1529777146643,-0.003171369182314643,0.0
fixed_balanced,2021-06-17,-703.8164421018362,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,-0.0007067723694941241
fixed_balanced,2021-06-18,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-21,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-22,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-23,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-24,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-25,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-28,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-29,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-06-30,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-07-01,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-07-02,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-07-05,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-07-06,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-07-07,0.0,995113.8930215955,998985.862441412,-3871.969419816509,-0.0038759001156971618,0.0
fixed_balanced,2021-07-08,3218.9319901831686,998332.8250117787,998985.862441412,-653.0374296333175,-0.0006537003717324019,0.003234737262494791
fixed_balanced,2021-07-09,0.0,998332.8250117787,998985.862441412,-653.0374296333175,-0.0006537003717324019,0.0
fixed_balanced,2021-07-12,0.0,998332.8250117787,998985.862441412,-653.0374296333175,-0.0006537003717324019,0.0
fixed_balanced,2021-07-13,0.0,998332.8250117787,998985.862441412,-653.0374296333175,-0.0006537003717324019,0.0
fixed_balanced,2021-07-14,0.0,998332.8250117787,998985.862441412,-653.0374296333175,-0.0006537003717324019,0.0
fixed_balanced,2021-07-15,-45.59351965602463,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,-4.566965896912745e-05
fixed_balanced,2021-07-16,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-19,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-20,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-21,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-22,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-23,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-26,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-27,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-28,0.0,998287.2314921228,998985.862441412,-698.6309492893051,-0.0006993401764284757,0.0
fixed_balanced,2021-07-29,1106.1162765384288,999393.3477686611,999393.3477686611,0.0,0.0,0.0011080140481061207
fixed_balanced,2021-07-30,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-02,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-03,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-04,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-05,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-06,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-09,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-10,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-11,0.0,999393.3477686611,999393.3477686611,0.0,0.0,0.0
fixed_balanced,2021-08-12,2456.3344903460365,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0024578255356915157
fixed_balanced,2021-08-13,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-16,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-17,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-18,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-19,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-20,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-23,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-24,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-25,0.0,1001849.6822590071,1001849.6822590071,0.0,0.0,0.0
fixed_balanced,2021-08-26,1489.4195319667722,1003339.1017909739,1003339.1017909739,0.0,0.0,0.0014866696654616263
fixed_balanced,2021-08-27,0.0,1003339.1017909739,1003339.1017909739,0.0,0.0,0.0
fixed_balanced,2021-08-30,0.0,1003339.1017909739,1003339.1017909739,0.0,0.0,0.0
fixed_balanced,2021-08-31,0.0,1003339.1017909739,1003339.1017909739,0.0,0.0,0.0
fixed_balanced,2021-09-01,0.0,1003339.1017909739,1003339.1017909739,0.0,0.0,0.0
fixed_balanced,2021-09-02,-573.0176082331789,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,-0.0005711106117665121
fixed_balanced,2021-09-03,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-06,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-07,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-08,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-09,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-10,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-13,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-14,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-15,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-16,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-17,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-20,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-21,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-22,0.0,1002766.0841827408,1003339.1017909739,-573.0176082331454,-0.0005711106117665121,0.0
fixed_balanced,2021-09-23,657.6753145239901,1003423.7594972647,1003423.7594972647,0.0,0.0,0.000655861147378145
fixed_balanced,2021-09-24,0.0,1003423.7594972647,1003423.7594972647,0.0,0.0,0.0
fixed_balanced,2021-09-27,0.0,1003423.7594972647,1003423.7594972647,0.0,0.0,0.0
fixed_balanced,2021-09-28,0.0,1003423.7594972647,1003423.7594972647,0.0,0.0,0.0
fixed_balanced,2021-09-29,0.0,1003423.7594972647,1003423.7594972647,0.0,0.0,0.0
fixed_balanced,2021-09-30,2877.5590559438656,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0028677406018227103
fixed_balanced,2021-10-01,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-04,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-05,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-06,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-07,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-08,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-11,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-12,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-13,0.0,1006301.3185532086,1006301.3185532086,0.0,0.0,0.0
fixed_balanced,2021-10-14,-1908.5547912949487,1004392.7637619136,1006301.3185532086,-1908.5547912949696,-0.0018966036872921643,-0.0018966036872921643
fixed_balanced,2021-10-15,0.0,1004392.7637619136,1006301.3185532086,-1908.5547912949696,-0.0018966036872921643,0.0
fixed_balanced,2021-10-18,0.0,1004392.7637619136,1006301.3185532086,-1908.5547912949696,-0.0018966036872921643,0.0
fixed_balanced,2021-10-19,0.0,1004392.7637619136,1006301.3185532086,-1908.5547912949696,-0.0018966036872921643,0.0
fixed_balanced,2021-10-20,0.0,1004392.7637619136,1006301.3185532086,-1908.5547912949696,-0.0018966036872921643,0.0
fixed_balanced,2021-10-21,2785.080717174807,1007177.8444790884,1007177.8444790884,0.0,0.0,0.002772900022440794
fixed_balanced,2021-10-22,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-10-25,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-10-26,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-10-27,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-10-28,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-10-29,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-11-01,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-11-02,0.0,1007177.8444790884,1007177.8444790884,0.0,0.0,0.0
fixed_balanced,2021-11-03,2989.4262662759334,1010167.2707453644,1010167.2707453644,0.0,0.0,0.002968121551385039
fixed_balanced,2021-11-04,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-05,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-08,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-09,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-10,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-11,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-12,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-15,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-16,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-17,0.0,1010167.2707453644,1010167.2707453644,0.0,0.0,0.0
fixed_balanced,2021-11-18,827.5455224905522,1010994.816267855,1010994.816267855,0.0,0.0,0.0008192163282818576
fixed_balanced,2021-11-19,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-22,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-23,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-24,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-25,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-26,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-29,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-11-30,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-01,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-02,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-03,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-06,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-07,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-08,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-09,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-10,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-13,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-14,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-15,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-16,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-17,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-20,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-21,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-22,0.0,1010994.816267855,1010994.816267855,0.0,0.0,0.0
fixed_balanced,2021-12-23,-3476.6531035893217,1007518.1631642657,1010994.816267855,-3476.653103589313,-0.0034388436494893204,-0.0034388436494893204
fixed_balanced,2021-12-24,0.0,1007518.1631642657,1010994.816267855,-3476.653103589313,-0.0034388436494893204,0.0
fixed_balanced,2021-12-27,0.0,1007518.1631642657,1010994.816267855,-3476.653103589313,-0.0034388436494893204,0.0
fixed_balanced,2021-12-28,0.0,1007518.1631642657,1010994.816267855,-3476.653103589313,-0.0034388436494893204,0.0
fixed_balanced,2021-12-29,0.0,1007518.1631642657,1010994.816267855,-3476.653103589313,-0.0034388436494893204,0.0
fixed_balanced,2021-12-30,1318.2407304463009,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0013084039361694888
fixed_balanced,2021-12-31,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-03,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-04,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-05,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-06,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-07,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-10,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-11,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-12,0.0,1008836.403894712,1010994.816267855,-2158.4123731430154,-0.002134939109886713,0.0
fixed_balanced,2022-01-13,1879.450785192892,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.001862988664898646
fixed_balanced,2022-01-14,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-17,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-18,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-19,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-20,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-21,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-24,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-25,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-26,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-27,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-28,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-01-31,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-01,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-02,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-03,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-04,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-07,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-08,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-09,0.0,1010715.8546799049,1010994.816267855,-278.9615879501216,-0.00027592781235008523,0.0
fixed_balanced,2022-02-10,1541.118562437067,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0015247792495796109
fixed_balanced,2022-02-11,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-14,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-15,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-16,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-17,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-18,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-21,0.0,1012256.9732423419,1012256.9732423419,0.0,0.0,0.0
fixed_balanced,2022-02-22,-1858.1756122621337,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,-0.001835675783304569
fixed_balanced,2022-02-23,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-02-24,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-02-25,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-02-28,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-01,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-02,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-03,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-04,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-07,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-08,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-09,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-10,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-11,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-14,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-15,0.0,1010398.7976300798,1012256.9732423419,-1858.175612262101,-0.001835675783304569,0.0
fixed_balanced,2022-03-16,-2742.478037615783,1007656.319592464,1012256.9732423419,-4600.653649877873,-0.004544946363907565,-0.002714253069232009
fixed_balanced,2022-03-17,0.0,1007656.319592464,1012256.9732423419,-4600.653649877873,-0.004544946363907565,0.0
fixed_balanced,2022-03-18,0.0,1007656.319592464,1012256.9732423419,-4600.653649877873,-0.004544946363907565,0.0
fixed_balanced,2022-03-21,-3099.3011302618206,1004557.0184622022,1012256.9732423419,-7699.9547801397275,-0.007606719423701391,-0.0030757521885192984
