trade_id,signal_family,structure,hold_sessions,entry_ts,exit_ts,entry_trade_date,exit_trade_date,expiry_date,lot_size,gross_pnl_points,gross_pnl_rupees,total_cost_rupees,cost_hurdle_points,net_pnl_rupees
225,lower10_down,long_iron_condor,1,2025-02-17 10:27:00+05:30,2025-02-18 10:27:00+05:30,2025-02-17,2025-02-18 00:00:00,2025-03-06 00:00:00,75,-1.950000000000017,-146.25000000000128,384.1736245230212,5.122314993640282,-530.4236245230225
226,lower10_down,long_iron_condor,1,2025-02-19 11:09:00+05:30,2025-02-20 11:09:00+05:30,2025-02-19,2025-02-20 00:00:00,2025-03-06 00:00:00,75,-33.050000000000004,-2478.7500000000005,260.3173977961703,3.470898637282271,-2739.0673977961706
227,lower10_down,long_iron_condor,1,2025-02-28 13:13:00+05:30,2025-03-03 13:13:00+05:30,2025-02-28,2025-03-03 00:00:00,2025-03-13 00:00:00,75,-4.100000000000001,-307.5000000000001,327.50171166253443,4.366689488833792,-635.0017116625345
228,lower10_down,long_iron_condor,1,2025-03-03 10:36:00+05:30,2025-03-04 10:36:00+05:30,2025-03-03,2025-03-04 00:00:00,2025-03-13 00:00:00,75,-9.899999999999991,-742.4999999999993,304.01890373777206,4.053585383170295,-1046.5189037377713
230,lower10_down,long_iron_condor,1,2025-03-07 12:05:00+05:30,2025-03-10 12:05:00+05:30,2025-03-07,2025-03-10 00:00:00,2025-03-20 00:00:00,75,-2.549999999999997,-191.24999999999977,323.6838519726808,4.3157846929690775,-514.9338519726806
231,lower10_down,long_iron_condor,1,2025-03-25 10:40:00+05:30,2025-03-26 10:40:00+05:30,2025-03-25,2025-03-26 00:00:00,2025-04-09 00:00:00,75,-10.650000000000006,-798.7500000000005,294.69430259160674,3.92925736788809,-1093.444302591607
232,lower10_down,long_iron_condor,1,2025-04-02 10:24:00+05:30,2025-04-03 10:24:00+05:30,2025-04-02,2025-04-03 00:00:00,2025-04-09 00:00:00,75,-30.449999999999996,-2283.7499999999995,244.13077472609837,3.255076996347978,-2527.880774726098
234,lower10_down,long_iron_condor,1,2025-04-08 10:57:00+05:30,2025-04-09 10:57:00+05:30,2025-04-08,2025-04-09 00:00:00,2025-04-17 00:00:00,75,-65.55000000000001,-4916.250000000001,364.1128887051286,4.854838516068382,-5280.362888705129
237,lower10_down,long_iron_condor,1,2025-04-23 10:55:00+05:30,2025-04-24 10:55:00+05:30,2025-04-23,2025-04-24 00:00:00,2025-05-08 00:00:00,75,36.65,2748.75,276.007656118363,3.6801020815781733,2472.7423438816368
238,lower10_down,long_iron_condor,1,2025-04-28 11:23:00+05:30,2025-04-29 11:23:00+05:30,2025-04-28,2025-04-29 00:00:00,2025-05-08 00:00:00,75,-7.300000000000011,-547.5000000000009,300.78217726654066,4.010429030220542,-848.2821772665416
239,lower10_down,long_iron_condor,1,2025-05-02 11:03:00+05:30,2025-05-05 11:03:00+05:30,2025-05-02,2025-05-05 00:00:00,2025-05-15 00:00:00,75,-12.59999999999998,-944.9999999999985,407.9325741150353,5.439100988200471,-1352.9325741150337
240,lower10_down,long_iron_condor,1,2025-05-07 10:34:00+05:30,2025-05-08 10:34:00+05:30,2025-05-07,2025-05-08 00:00:00,2025-05-15 00:00:00,75,-35.50000000000001,-2662.5000000000005,250.16109988055334,3.335481331740711,-2912.6610998805536
242,lower10_down,long_iron_condor,1,2025-05-14 13:29:00+05:30,2025-05-15 13:29:00+05:30,2025-05-14,2025-05-15 00:00:00,2025-05-22 00:00:00,75,25.45000000000001,1908.7500000000007,353.33218207676293,4.711095761023506,1555.4178179232376
244,lower10_down,long_iron_condor,1,2025-05-21 12:23:00+05:30,2025-05-22 12:23:00+05:30,2025-05-21,2025-05-22 00:00:00,2025-06-05 00:00:00,75,23.950000000000003,1796.2500000000002,329.79510268181957,4.397268035757595,1466.4548973181807
245,lower10_down,long_iron_condor,1,2025-05-23 12:27:00+05:30,2025-05-26 12:27:00+05:30,2025-05-23,2025-05-26 00:00:00,2025-06-12 00:00:00,75,1.1999999999999886,89.99999999999915,525.1695681090337,7.002260908120449,-435.1695681090345
246,lower10_down,long_iron_condor,1,2025-05-27 11:08:00+05:30,2025-05-28 11:08:00+05:30,2025-05-27,2025-05-28 00:00:00,2025-06-12 00:00:00,75,-5.950000000000031,-446.25000000000233,452.7746599483546,6.036995465978062,-899.0246599483569
247,lower10_down,long_iron_condor,1,2025-06-03 13:07:00+05:30,2025-06-04 13:07:00+05:30,2025-06-03,2025-06-04 00:00:00,2025-06-12 00:00:00,75,-25.80000000000001,-1935.000000000001,396.289668993329,5.283862253244386,-2331.28966899333
248,lower10_down,long_iron_condor,1,2025-06-24 12:43:00+05:30,2025-06-25 12:43:00+05:30,2025-06-24,2025-06-25 00:00:00,2025-07-10 00:00:00,75,-14.25,-1068.75,291.105211696338,3.88140282261784,-1359.855211696338
249,lower10_down,long_iron_condor,1,2025-07-11 11:36:00+05:30,2025-07-14 11:36:00+05:30,2025-07-11,2025-07-14 00:00:00,2025-07-24 00:00:00,75,-6.350000000000016,-476.2500000000012,299.4409363765386,3.992545818353848,-775.6909363765399
250,lower10_down,long_iron_condor,1,2025-07-30 11:44:00+05:30,2025-07-31 11:44:00+05:30,2025-07-30,2025-07-31 00:00:00,2025-08-14 00:00:00,75,-5.599999999999998,-419.99999999999983,239.2478643015878,3.189971524021171,-659.2478643015877
251,lower10_down,long_iron_condor,1,2025-08-01 11:21:00+05:30,2025-08-04 11:21:00+05:30,2025-08-01,2025-08-04 00:00:00,2025-08-14 00:00:00,75,-1.75,-131.25,317.8204033801112,4.237605378401483,-449.0704033801112
252,lower10_down,long_iron_condor,1,2025-09-05 10:52:00+05:30,2025-09-08 10:52:00+05:30,2025-09-05,2025-09-08 00:00:00,2025-09-16 00:00:00,75,-3.099999999999987,-232.49999999999903,257.4514884134211,3.432686512178948,-489.9514884134201
253,lower10_down,long_iron_condor,1,2025-09-29 13:11:00+05:30,2025-09-30 13:11:00+05:30,2025-09-29,2025-09-30 00:00:00,2025-10-14 00:00:00,75,-26.099999999999994,-1957.4999999999995,232.03932580051202,3.0938576773401603,-2189.5393258005115
254,lower10_down,long_iron_condor,1,2025-10-08 14:15:00+05:30,2025-10-09 14:15:00+05:30,2025-10-08,2025-10-09 00:00:00,2025-10-20 00:00:00,75,5.350000000000001,401.2500000000001,271.8615432053892,3.6248205760718557,129.38845679461093
255,lower10_down,long_iron_condor,1,2025-10-17 12:00:00+05:30,2025-10-20 12:00:00+05:30,2025-10-17,2025-10-20 00:00:00,2025-11-04 00:00:00,75,-10.049999999999997,-753.7499999999998,251.46243274136287,3.352832436551505,-1005.2124327413626
256,lower10_down,long_iron_condor,1,2025-10-24 11:55:00+05:30,2025-10-27 11:55:00+05:30,2025-10-24,2025-10-27 00:00:00,2025-11-11 00:00:00,75,11.750000000000004,881.2500000000002,285.71391792932434,3.8095189057243246,595.5360820706759
257,lower10_down,long_iron_condor,1,2025-12-05 10:48:00+05:30,2025-12-08 10:48:00+05:30,2025-12-05,2025-12-08 00:00:00,2025-12-16 00:00:00,75,-7.2499999999999964,-543.7499999999998,247.28945168542364,3.297192689138982,-791.0394516854234
258,lower10_down,long_iron_condor,1,2026-01-09 10:42:00+05:30,2026-01-12 10:42:00+05:30,2026-01-09,2026-01-12 00:00:00,2026-01-20 00:00:00,65,21.60000000000003,1404.000000000002,279.87182643209314,4.305720406647587,1124.128173567909
259,lower10_down,long_iron_condor,1,2026-01-12 12:24:00+05:30,2026-01-13 12:24:00+05:30,2026-01-12,2026-01-13 00:00:00,2026-01-20 00:00:00,65,-21.699999999999996,-1410.4999999999998,234.90447393337922,3.6139149835904494,-1645.404473933379
260,lower10_down,long_iron_condor,1,2026-01-14 11:30:00+05:30,2026-01-16 11:30:00+05:30,2026-01-14,2026-01-16 00:00:00,2026-02-03 00:00:00,65,0.54999999999999,35.74999999999935,279.36551806321376,4.297931047126365,-243.6155180632144
261,lower10_down,long_iron_condor,1,2026-01-21 10:57:00+05:30,2026-01-22 10:57:00+05:30,2026-01-21,2026-01-22 00:00:00,2026-02-10 00:00:00,65,9.84999999999998,640.2499999999987,387.53800142295984,5.962123098814767,252.7119985770389
262,lower10_down,long_iron_condor,1,2026-01-22 10:42:00+05:30,2026-01-23 10:42:00+05:30,2026-01-22,2026-01-23 00:00:00,2026-02-10 00:00:00,65,-4.000000000000007,-260.00000000000045,292.384108367119,4.498217051801831,-552.3841083671194
263,lower10_down,long_iron_condor,1,2026-01-23 12:49:00+05:30,2026-01-27 12:49:00+05:30,2026-01-23,2026-01-27 00:00:00,2026-02-10 00:00:00,65,-7.949999999999989,-516.7499999999993,265.83424841914734,4.089757667986882,-782.5842484191467
264,lower10_down,long_iron_condor,1,2026-01-29 11:13:00+05:30,2026-01-30 11:13:00+05:30,2026-01-29,2026-01-30 00:00:00,2026-02-10 00:00:00,65,-0.5999999999999943,-38.99999999999963,390.7673286330696,6.011805055893379,-429.76732863306927
267,lower10_down,long_iron_condor,1,2026-02-06 12:34:00+05:30,2026-02-09 12:34:00+05:30,2026-02-06,2026-02-09 00:00:00,2026-02-17 00:00:00,65,25.299999999999983,1644.4999999999989,298.82905099111895,4.597370015247984,1345.67094900888
268,lower10_down,long_iron_condor,1,2026-02-20 13:39:00+05:30,2026-02-23 13:39:00+05:30,2026-02-20,2026-02-23 00:00:00,2026-03-10 00:00:00,65,-4.650000000000006,-302.25000000000034,294.56963930499717,4.531840604692264,-596.8196393049975
269,lower10_down,long_iron_condor,1,2026-02-25 13:08:00+05:30,2026-02-26 13:08:00+05:30,2026-02-25,2026-02-26 00:00:00,2026-03-10 00:00:00,65,-5.999999999999986,-389.9999999999991,311.53336016756964,4.792820925654918,-701.5333601675687
270,lower10_down,long_iron_condor,1,2026-02-26 12:07:00+05:30,2026-02-27 12:07:00+05:30,2026-02-26,2026-02-27 00:00:00,2026-03-10 00:00:00,65,-0.3500000000000014,-22.750000000000092,296.82923024346184,4.566603542207105,-319.57923024346195
271,lower10_down,long_iron_condor,1,2026-03-05 12:24:00+05:30,2026-03-06 12:24:00+05:30,2026-03-05,2026-03-06 00:00:00,2026-03-17 00:00:00,65,-1.299999999999983,-84.49999999999889,493.2850578670513,7.589000890262327,-577.7850578670502
272,lower10_down,long_iron_condor,1,2026-03-09 11:45:00+05:30,2026-03-10 11:45:00+05:30,2026-03-09,2026-03-10 00:00:00,2026-03-17 00:00:00,65,13.049999999999983,848.2499999999989,500.12598068457066,7.694245856685702,348.1240193154282
273,lower10_down,long_iron_condor,1,2026-03-12 10:55:00+05:30,2026-03-13 10:55:00+05:30,2026-03-12,2026-03-13 00:00:00,2026-03-24 00:00:00,65,-1.4000000000000625,-91.00000000000406,653.6282239669678,10.055818830261043,-744.6282239669719
277,lower10_down,long_iron_condor,1,2026-04-02 12:45:00+05:30,2026-04-06 12:45:00+05:30,2026-04-02,2026-04-06 00:00:00,2026-04-13 00:00:00,65,-0.6499999999999204,-42.24999999999483,802.26554392894,12.342546829676,-844.5155439289349
278,lower10_down,long_iron_condor,1,2026-04-06 10:33:00+05:30,2026-04-07 10:33:00+05:30,2026-04-06,2026-04-07 00:00:00,2026-04-13 00:00:00,65,0.700000000000017,45.50000000000111,554.6622837261102,8.533265903478618,-509.1622837261091
279,lower10_down,long_iron_condor,1,2026-04-08 11:54:00+05:30,2026-04-09 11:54:00+05:30,2026-04-08,2026-04-09 00:00:00,2026-04-21 00:00:00,65,-1.9000000000000057,-123.50000000000037,512.6398031290428,7.886766201985274,-636.1398031290431
280,lower10_down,long_iron_condor,1,2026-04-09 10:47:00+05:30,2026-04-10 10:47:00+05:30,2026-04-09,2026-04-10 00:00:00,2026-04-21 00:00:00,65,-2.8000000000000114,-182.00000000000074,473.4054870843824,7.2831613397597295,-655.4054870843831
281,lower10_down,long_iron_condor,1,2026-04-16 12:08:00+05:30,2026-04-17 12:08:00+05:30,2026-04-16,2026-04-17 00:00:00,2026-05-05 00:00:00,65,-1.7500000000000142,-113.75000000000092,449.5860463856483,6.916708405933051,-563.3360463856492
282,lower10_down,long_iron_condor,1,2026-05-07 12:41:00+05:30,2026-05-08 12:41:00+05:30,2026-05-07,2026-05-08 00:00:00,2026-05-19 00:00:00,65,0.9499999999999886,61.74999999999926,436.1092077919799,6.709372427568922,-374.3592077919806
283,lower10_down,long_iron_condor,1,2026-05-13 11:03:00+05:30,2026-05-14 11:03:00+05:30,2026-05-13,2026-05-14 00:00:00,2026-06-02 00:00:00,65,-2.549999999999997,-165.74999999999983,521.8135369970848,8.02790056918592,-687.5635369970846
285,lower10_down,long_iron_condor,1,2026-05-21 11:30:00+05:30,2026-05-22 11:30:00+05:30,2026-05-21,2026-05-22 00:00:00,2026-06-09 00:00:00,65,-3.7000000000000313,-240.50000000000205,404.2928057659808,6.219889319476628,-644.7928057659828
286,lower10_down,long_iron_condor,1,2026-06-03 12:33:00+05:30,2026-06-04 12:33:00+05:30,2026-06-03,2026-06-04 00:00:00,2026-06-16 00:00:00,65,-3.1499999999999773,-204.74999999999852,423.02527877475757,6.508081211919347,-627.7752787747561
287,lower10_down,long_iron_condor,1,2026-06-04 11:26:00+05:30,2026-06-05 11:26:00+05:30,2026-06-04,2026-06-05 00:00:00,2026-06-16 00:00:00,65,-1.7999999999999972,-116.99999999999982,380.72846801928563,5.857361046450548,-497.72846801928546
288,lower10_down,long_iron_condor,1,2026-06-05 10:37:00+05:30,2026-06-08 10:37:00+05:30,2026-06-05,2026-06-08 00:00:00,2026-06-16 00:00:00,65,-2.499999999999986,-162.4999999999991,360.83775980821054,5.551350150895547,-523.3377598082096
289,lower10_down,long_iron_condor,1,2026-07-08 13:50:00+05:30,2026-07-09 13:50:00+05:30,2026-07-08,2026-07-09 00:00:00,2026-07-21 00:00:00,65,-4.84999999999998,-315.2499999999987,325.31971036788553,5.004918621044393,-640.5697103678842
290,lower10_down,long_iron_condor,1,2026-07-09 10:44:00+05:30,2026-07-10 10:44:00+05:30,2026-07-09,2026-07-10 00:00:00,2026-07-21 00:00:00,65,-1.500000000000007,-97.50000000000045,314.2323347055669,4.834343610854876,-411.7323347055674
1,lower10_down,long_iron_condor,2,2021-04-06 12:49:00+05:30,2021-04-08 12:49:00+05:30,2021-04-06,2021-04-08 00:00:00,2021-04-15 00:00:00,75,27.19999999999996,2039.999999999997,447.5968000816292,5.967957334421723,1592.4031999183678
3,lower10_down,long_iron_condor,2,2021-04-12 12:24:00+05:30,2021-04-15 12:24:00+05:30,2021-04-12,2021-04-15 00:00:00,2021-04-22 00:00:00,75,-30.849999999999994,-2313.7499999999995,400.9866010535478,5.346488014047305,-2714.7366010535475
5,lower10_down,long_iron_condor,2,2021-04-19 10:41:00+05:30,2021-04-22 10:41:00+05:30,2021-04-19,2021-04-22 00:00:00,2021-05-06 00:00:00,75,-27.749999999999993,-2081.2499999999995,400.34015540959354,5.3378687387945805,-2481.590155409593
7,lower10_down,long_iron_condor,2,2021-05-04 13:31:00+05:30,2021-05-06 13:31:00+05:30,2021-05-04,2021-05-06 00:00:00,2021-05-12 00:00:00,75,-16.00000000000002,-1200.0000000000016,335.3483076660626,4.471310768880835,-1535.348307666064
11,lower10_down,long_iron_condor,2,2021-06-18 10:29:00+05:30,2021-06-22 10:29:00+05:30,2021-06-18,2021-06-22 00:00:00,2021-07-08 00:00:00,75,18.299999999999983,1372.4999999999986,354.73070685683035,4.729742758091072,1017.7692931431683
12,lower10_down,long_iron_condor,2,2021-07-12 13:21:00+05:30,2021-07-14 13:21:00+05:30,2021-07-12,2021-07-14 00:00:00,2021-07-22 00:00:00,75,17.049999999999997,1278.7499999999998,257.7090742473197,3.4361209899642624,1021.0409257526801
13,lower10_down,long_iron_condor,2,2021-07-23 10:30:00+05:30,2021-07-27 10:30:00+05:30,2021-07-23,2021-07-27 00:00:00,2021-08-12 00:00:00,50,-8.099999999999994,-404.9999999999997,220.3198527536033,4.406397055072066,-625.3198527536031
14,lower10_down,long_iron_condor,2,2021-08-06 11:15:00+05:30,2021-08-10 11:15:00+05:30,2021-08-06,2021-08-10 00:00:00,2021-08-18 00:00:00,50,-10.0,-500.0,227.96545485009491,4.559309097001898,-727.9654548500949
16,lower10_down,long_iron_condor,2,2021-08-20 12:07:00+05:30,2021-08-24 12:07:00+05:30,2021-08-20,2021-08-24 00:00:00,2021-09-09 00:00:00,50,-3.4000000000000057,-170.00000000000028,237.16528716818837,4.743305743363767,-407.1652871681887
17,lower10_down,long_iron_condor,2,2021-08-23 10:47:00+05:30,2021-08-25 10:47:00+05:30,2021-08-23,2021-08-25 00:00:00,2021-09-09 00:00:00,50,28.049999999999997,1402.4999999999998,263.4180291642008,5.268360583284016,1139.081970835799
18,lower10_down,long_iron_condor,2,2021-08-25 12:22:00+05:30,2021-08-27 12:22:00+05:30,2021-08-25,2021-08-27 00:00:00,2021-09-09 00:00:00,50,24.749999999999996,1237.4999999999998,227.18048329716692,4.543609665943339,1010.3195167028329
19,lower10_down,long_iron_condor,2,2021-09-17 11:45:00+05:30,2021-09-21 11:45:00+05:30,2021-09-17,2021-09-21 00:00:00,2021-10-07 00:00:00,50,15.999999999999986,799.9999999999993,298.2462802098912,5.964925604197824,501.7537197901081
20,lower10_down,long_iron_condor,2,2021-09-20 12:31:00+05:30,2021-09-22 12:31:00+05:30,2021-09-20,2021-09-22 00:00:00,2021-10-07 00:00:00,50,-11.700000000000017,-585.0000000000009,238.72216641318425,4.774443328263685,-823.7221664131852
21,lower10_down,long_iron_condor,2,2021-09-21 10:55:00+05:30,2021-09-23 10:55:00+05:30,2021-09-21,2021-09-23 00:00:00,2021-10-07 00:00:00,50,32.900000000000034,1645.0000000000018,295.90028709649306,5.9180057419298615,1349.0997129035088
22,lower10_down,long_iron_condor,2,2021-09-24 11:24:00+05:30,2021-09-28 11:24:00+05:30,2021-09-24,2021-09-28 00:00:00,2021-10-14 00:00:00,50,-5.100000000000016,-255.0000000000008,275.16771212641106,5.503354242528221,-530.1677121264119
23,lower10_down,long_iron_condor,2,2021-09-28 13:01:00+05:30,2021-09-30 13:01:00+05:30,2021-09-28,2021-09-30 00:00:00,2021-10-14 00:00:00,50,-37.74999999999999,-1887.4999999999995,238.39378019148748,4.76787560382975,-2125.893780191487
24,lower10_down,long_iron_condor,2,2021-10-01 12:34:00+05:30,2021-10-05 12:34:00+05:30,2021-10-01,2021-10-05 00:00:00,2021-10-14 00:00:00,50,2.3999999999999915,119.99999999999957,296.19146374574814,5.923829274914962,-176.19146374574856
26,lower10_down,long_iron_condor,2,2021-10-08 12:22:00+05:30,2021-10-12 12:22:00+05:30,2021-10-08,2021-10-12 00:00:00,2021-10-21 00:00:00,50,-7.350000000000001,-367.50000000000006,255.52566792819061,5.1105133585638125,-623.0256679281906
28,lower10_down,long_iron_condor,2,2021-10-22 11:38:00+05:30,2021-10-26 11:38:00+05:30,2021-10-22,2021-10-26 00:00:00,2021-11-11 00:00:00,50,-7.150000000000013,-357.5000000000006,291.34174723365913,5.826834944673183,-648.8417472336598
29,lower10_down,long_iron_condor,2,2021-10-25 13:38:00+05:30,2021-10-27 13:38:00+05:30,2021-10-25,2021-10-27 00:00:00,2021-11-11 00:00:00,50,0.05000000000001137,2.5000000000005684,276.31090843652134,5.526218168730427,-273.8109084365208
30,lower10_down,long_iron_condor,2,2021-10-26 12:41:00+05:30,2021-10-28 12:41:00+05:30,2021-10-26,2021-10-28 00:00:00,2021-11-11 00:00:00,50,-3.900000000000013,-195.00000000000063,254.72339856316077,5.0944679712632155,-449.72339856316137
31,lower10_down,long_iron_condor,2,2021-11-22 12:12:00+05:30,2021-11-24 12:12:00+05:30,2021-11-22,2021-11-24 00:00:00,2021-12-09 00:00:00,50,-7.200000000000003,-360.0000000000001,270.4072112657765,5.40814422531553,-630.4072112657766
32,lower10_down,long_iron_condor,2,2021-11-23 11:34:00+05:30,2021-11-25 11:34:00+05:30,2021-11-23,2021-11-25 00:00:00,2021-12-09 00:00:00,50,-20.60000000000001,-1030.0000000000005,239.35695282435097,4.787139056487019,-1269.3569528243515
33,lower10_down,long_iron_condor,2,2021-11-26 10:27:00+05:30,2021-11-30 10:27:00+05:30,2021-11-26,2021-11-30 00:00:00,2021-12-09 00:00:00,50,0.9500000000000028,47.50000000000014,317.80619712530176,6.356123942506035,-270.30619712530165
34,lower10_down,long_iron_condor,2,2021-11-29 13:00:00+05:30,2021-12-01 13:00:00+05:30,2021-11-29,2021-12-01 00:00:00,2021-12-09 00:00:00,50,-2.4000000000000057,-120.00000000000028,310.05474685755325,6.2010949371510655,-430.05474685755354
35,lower10_down,long_iron_condor,2,2021-11-30 11:14:00+05:30,2021-12-02 11:14:00+05:30,2021-11-30,2021-12-02 00:00:00,2021-12-09 00:00:00,50,2.049999999999997,102.49999999999986,269.00465779202943,5.380093155840589,-166.50465779202958
37,lower10_down,long_iron_condor,2,2021-12-03 10:28:00+05:30,2021-12-07 10:28:00+05:30,2021-12-03,2021-12-07 00:00:00,2021-12-16 00:00:00,50,0.14999999999999147,7.499999999999574,321.1228745911618,6.422457491823236,-313.62287459116226
38,lower10_down,long_iron_condor,2,2021-12-13 12:39:00+05:30,2021-12-15 12:39:00+05:30,2021-12-13,2021-12-15 00:00:00,2021-12-23 00:00:00,50,4.199999999999996,209.99999999999977,283.9219257670884,5.678438515341768,-73.92192576708862
39,lower10_down,long_iron_condor,2,2021-12-17 10:24:00+05:30,2021-12-21 10:24:00+05:30,2021-12-17,2021-12-21 00:00:00,2022-01-06 00:00:00,50,-5.25,-262.5,303.1249252044875,6.06249850408975,-565.6249252044875
41,lower10_down,long_iron_condor,2,2022-01-07 12:20:00+05:30,2022-01-11 12:20:00+05:30,2022-01-07,2022-01-11 00:00:00,2022-01-20 00:00:00,50,5.499999999999986,274.9999999999993,311.2331806025816,6.224663612051632,-36.23318060258231
44,lower10_down,long_iron_condor,2,2022-01-24 12:34:00+05:30,2022-01-27 12:34:00+05:30,2022-01-24,2022-01-27 00:00:00,2022-02-10 00:00:00,50,18.299999999999997,914.9999999999999,376.2549830260805,7.52509966052161,538.7450169739194
45,lower10_down,long_iron_condor,2,2022-01-25 12:09:00+05:30,2022-01-28 12:09:00+05:30,2022-01-25,2022-01-28 00:00:00,2022-02-10 00:00:00,50,20.00000000000003,1000.0000000000014,419.1898741817963,8.383797483635925,580.810125818205
46,lower10_down,long_iron_condor,2,2022-01-28 14:03:00+05:30,2022-02-01 14:03:00+05:30,2022-01-28,2022-02-01 00:00:00,2022-02-10 00:00:00,50,-5.099999999999994,-254.99999999999972,444.1562434328077,8.883124868656154,-699.1562434328074
47,lower10_down,long_iron_condor,2,2022-02-01 11:42:00+05:30,2022-02-03 11:42:00+05:30,2022-02-01,2022-02-03 00:00:00,2022-02-10 00:00:00,50,-8.5,-425.0,354.45236273258706,7.089047254651741,-779.4523627325871
48,lower10_down,long_iron_condor,2,2022-02-04 13:14:00+05:30,2022-02-08 13:14:00+05:30,2022-02-04,2022-02-08 00:00:00,2022-02-17 00:00:00,50,8.600000000000009,430.00000000000045,369.97550657852275,7.399510131570455,60.0244934214777
49,lower10_down,long_iron_condor,2,2022-02-07 14:07:00+05:30,2022-02-09 14:07:00+05:30,2022-02-07,2022-02-09 00:00:00,2022-02-17 00:00:00,50,8.800000000000011,440.00000000000057,319.6422838438095,6.392845676876189,120.35771615619109
50,lower10_down,long_iron_condor,2,2022-02-08 12:56:00+05:30,2022-02-10 12:56:00+05:30,2022-02-08,2022-02-10 00:00:00,2022-02-17 00:00:00,50,30.85000000000001,1542.5000000000005,323.8878378150563,6.477756756301126,1218.6121621849443
54,lower10_down,long_iron_condor,2,2022-02-25 10:29:00+05:30,2022-03-02 10:29:00+05:30,2022-02-25,2022-03-02 00:00:00,2022-03-10 00:00:00,50,-6.699999999999974,-334.99999999999875,512.2982552711846,10.245965105423693,-847.2982552711834
57,lower10_down,long_iron_condor,2,2022-03-11 10:28:00+05:30,2022-03-15 10:28:00+05:30,2022-03-11,2022-03-15 00:00:00,2022-03-24 00:00:00,50,3.4499999999999886,172.49999999999943,538.9317699798439,10.778635399596878,-366.4317699798445
59,lower10_down,long_iron_condor,2,2022-03-22 12:45:00+05:30,2022-03-24 12:45:00+05:30,2022-03-22,2022-03-24 00:00:00,2022-04-07 00:00:00,50,-42.45,-2122.5,308.72688151567473,6.174537630313495,-2431.226881515675
61,lower10_down,long_iron_condor,2,2022-03-28 12:34:00+05:30,2022-03-30 12:34:00+05:30,2022-03-28,2022-03-30 00:00:00,2022-04-13 00:00:00,50,16.100000000000023,805.0000000000011,380.16271704835106,7.6032543409670215,424.8372829516501
62,lower10_down,long_iron_condor,2,2022-04-04 10:54:00+05:30,2022-04-06 10:54:00+05:30,2022-04-04,2022-04-06 00:00:00,2022-04-13 00:00:00,50,2.749999999999993,137.49999999999966,285.76964526579764,5.7153929053159525,-148.26964526579798
63,lower10_down,long_iron_condor,2,2022-04-05 14:03:00+05:30,2022-04-07 14:03:00+05:30,2022-04-05,2022-04-07 00:00:00,2022-04-13 00:00:00,50,34.400000000000006,1720.0000000000002,298.9419333462341,5.978838666924682,1421.0580666537662
64,lower10_down,long_iron_condor,2,2022-04-08 10:42:00+05:30,2022-04-12 10:42:00+05:30,2022-04-08,2022-04-12 00:00:00,2022-04-21 00:00:00,50,-10.850000000000009,-542.5000000000005,284.014777504462,5.68029555008924,-826.5147775044625
66,lower10_down,long_iron_condor,2,2022-04-22 14:06:00+05:30,2022-04-26 14:06:00+05:30,2022-04-22,2022-04-26 00:00:00,2022-05-12 00:00:00,50,-8.349999999999994,-417.4999999999997,295.0545869910215,5.90109173982043,-712.5545869910212
67,lower10_down,long_iron_condor,2,2022-04-25 12:40:00+05:30,2022-04-27 12:40:00+05:30,2022-04-25,2022-04-27 00:00:00,2022-05-12 00:00:00,50,-4.799999999999997,-239.99999999999986,315.10006476777687,6.302001295355537,-555.1000647677768
69,lower10_down,long_iron_condor,2,2022-05-06 10:30:00+05:30,2022-05-10 10:30:00+05:30,2022-05-06,2022-05-10 00:00:00,2022-05-19 00:00:00,50,-5.999999999999986,-299.9999999999993,373.37175324529215,7.467435064905843,-673.3717532452915
70,lower10_down,long_iron_condor,2,2022-05-09 13:05:00+05:30,2022-05-11 13:05:00+05:30,2022-05-09,2022-05-11 00:00:00,2022-05-19 00:00:00,50,5.650000000000034,282.5000000000017,389.0978573358251,7.781957146716502,-106.59785733582339
73,lower10_down,long_iron_condor,2,2022-05-13 12:43:00+05:30,2022-05-17 12:43:00+05:30,2022-05-13,2022-05-17 00:00:00,2022-06-02 00:00:00,50,-2.7499999999999716,-137.49999999999858,383.7884839159158,7.675769678318315,-521.2884839159144
76,lower10_down,long_iron_condor,2,2022-05-23 14:11:00+05:30,2022-05-25 14:11:00+05:30,2022-05-23,2022-05-25 00:00:00,2022-06-09 00:00:00,50,3.5500000000000114,177.50000000000057,371.3886317294716,7.427772634589433,-193.88863172947106
77,lower10_down,long_iron_condor,2,2022-05-24 13:10:00+05:30,2022-05-26 13:10:00+05:30,2022-05-24,2022-05-26 00:00:00,2022-06-09 00:00:00,50,-26.499999999999986,-1324.9999999999993,296.06944245284706,5.9213888490569415,-1621.0694424528465
79,lower10_down,long_iron_condor,2,2022-05-27 10:49:00+05:30,2022-05-31 10:49:00+05:30,2022-05-27,2022-05-31 00:00:00,2022-06-09 00:00:00,50,6.450000000000017,322.50000000000085,396.5130079908972,7.930260159817944,-74.01300799089637
82,lower10_down,long_iron_condor,2,2022-06-20 11:22:00+05:30,2022-06-22 11:22:00+05:30,2022-06-20,2022-06-22 00:00:00,2022-07-07 00:00:00,50,-1.9000000000000057,-95.00000000000028,334.9613307430229,6.699226614860459,-429.9613307430232
