date,net_pnl_rupees,equity,peak_equity,drawdown_rupees,drawdown_pct,daily_return
2023-11-28,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-11-29,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-11-30,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-01,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-04,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-05,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-06,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-07,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-08,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-11,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-12,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-13,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-14,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-15,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-18,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-19,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-20,0.0,1004147.1327802246,1012256.9732423419,-8109.8404621173395,-0.008011641980732231,0.0
2023-12-21,2815.1504557922835,1006962.2832360169,1012256.9732423419,-5294.690006325021,-0.005230578940212838,0.0028035238700507836
2023-12-22,0.0,1006962.2832360169,1012256.9732423419,-5294.690006325021,-0.005230578940212838,0.0
2023-12-25,0.0,1006962.2832360169,1012256.9732423419,-5294.690006325021,-0.005230578940212838,0.0
2023-12-26,0.0,1006962.2832360169,1012256.9732423419,-5294.690006325021,-0.005230578940212838,0.0
2023-12-27,0.0,1006962.2832360169,1012256.9732423419,-5294.690006325021,-0.005230578940212838,0.0
2023-12-28,3146.6429653735827,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0031248866196471603
2023-12-29,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-01,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-02,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-03,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-04,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-05,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-08,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-09,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-10,0.0,1010108.9262013905,1012256.9732423419,-2148.0470409514382,-0.002122037286709011,0.0
2024-01-11,-996.3457994266888,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,-0.0009863746112743765
2024-01-12,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-15,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-16,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-17,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-18,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-19,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-22,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-23,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-24,0.0,1009112.5804019638,1012256.9732423419,-3144.392840378103,-0.0031063187742795817,0.0
2024-01-25,3124.0387169921405,1012236.6191189559,1012256.9732423419,-20.354123385972343,-2.0107664282842386e-05,0.003095827737820578
2024-01-26,0.0,1012236.6191189559,1012256.9732423419,-20.354123385972343,-2.0107664282842386e-05,0.0
2024-01-29,0.0,1012236.6191189559,1012256.9732423419,-20.354123385972343,-2.0107664282842386e-05,0.0
2024-01-30,-794.9157412127456,1011441.7033777431,1012256.9732423419,-815.2698645987548,-0.000805398121375589,-0.0007853062477670703
2024-01-31,-1358.05188504939,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,-0.001342689233115535
2024-02-01,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
2024-02-02,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
2024-02-05,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
2024-02-06,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
2024-02-07,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
2024-02-08,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
2024-02-09,0.0,1010083.6514926938,1012256.9732423419,-2173.3217496480793,-0.0021470059551051968,0.0
