score_type,split,score_quintile,trades,mean_score,mean_one_lot_gross_pnl,mean_one_lot_net_pnl,median_one_lot_net_pnl,net_win_rate,mean_net_risk_return
regime_composite,validation_2024,Q2,5,0.26666666666666666,-27.99999999999983,-276.26662806961565,-245.5844970742011,0.2,-0.19330939406812359
regime_composite,validation_2024,Q3,2,0.5416666666666666,34.999999999999964,-232.12154998261917,-232.12154998261917,0.0,-0.4554578107269752
regime_composite,validation_2024,Q4,3,0.6990740740740741,47.916666666666664,-182.67561464034102,-306.26239169630924,0.3333333333333333,-0.275614415707014
regime_composite,validation_2024,Q5,6,0.9629629629629629,420.8333333333333,208.97414790610674,148.22933738642155,0.6666666666666666,0.04040473305910793
regime_composite,confirmation_2025_2026,Q1,5,0.10833333333333332,361.9500000000008,-35.75890120236291,-32.39710844176244,0.4,-0.12594849450899756
regime_composite,confirmation_2025_2026,Q2,6,0.2731481481481481,-27.000000000000156,-373.65292725536,-388.0321111767652,0.16666666666666666,-0.1935996025946951
regime_composite,confirmation_2025_2026,Q3,15,0.5037037037037037,290.90000000000003,22.761003013614822,-67.75112589640699,0.4,-0.0307866295350185
regime_composite,confirmation_2025_2026,Q4,6,0.6736111111111112,-17.708333333333375,-331.88298037561225,-292.7700825763748,0.16666666666666666,-0.14798900792143446
regime_composite,confirmation_2025_2026,Q5,10,0.9124999999999999,504.075,269.53513374232165,200.55684391789976,0.5,0.04277136760823157
regime_composite,holdout_2024_2026,Q1,7,0.10714285714285714,249.60714285714334,-129.8263374071221,-299.3525121326548,0.2857142857142857,-0.31478736036792254
regime_composite,holdout_2024_2026,Q2,11,0.27020202020202017,-27.454545454545453,-329.3864276254762,-295.4706587817741,0.18181818181818182,-0.1934676896280717
regime_composite,holdout_2024_2026,Q3,17,0.508169934640523,260.7941176470589,-7.225179691824462,-132.04442285613698,0.35294117647058826,-0.08074794496936634
regime_composite,holdout_2024_2026,Q4,9,0.6820987654320987,4.1666666666666385,-282.1471917971885,-306.26239169630924,0.2222222222222222,-0.19053081051662765
regime_composite,holdout_2024_2026,Q5,16,0.9314236111111112,472.859375,246.82476405374106,148.22933738642155,0.5625,0.0418838796523102
regime_composite,full_sample,Q1,21,0.10515873015873016,114.86904761904766,-233.76281849671082,-318.01896631099254,0.19047619047619047,-0.24717685372017634
regime_composite,full_sample,Q2,25,0.2861111111111111,73.67000000000002,-205.66979005040486,-276.53026895494827,0.36,-0.11254787707577844
regime_composite,full_sample,Q3,31,0.5017921146953406,231.08064516129033,-22.609634492908377,-121.73410365227234,0.41935483870967744,-0.05813196033664217
regime_composite,full_sample,Q4,24,0.6903935185185185,300.83333333333326,55.3631866437049,63.12493408660998,0.5833333333333334,-0.04546321800955746
regime_composite,full_sample,Q5,31,0.917562724014337,347.241935483871,124.17835332645593,180.20271900006523,0.6129032258064516,0.025420542845186377
