date,signals,lots,gross_pnl_rupees,total_cost_rupees,net_pnl_rupees,turnover_rupees,maximum_margin_rupees,equity_rupees,peak_equity_rupees,drawdown_rupees,drawdown_pct,daily_return
2021-11-11,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-12,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-15,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-16,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-17,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-18,1,8,1919.9999999999995,496.3087596948338,1423.6912403051656,74197.60236897704,348957.7349976597,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0013933089430759882
2021-11-19,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-22,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-23,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-24,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-25,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-26,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-29,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-11-30,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-01,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-02,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-03,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-06,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-07,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-08,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-09,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-10,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-13,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-14,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-15,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-16,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-17,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-20,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-21,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-22,0,0,0.0,0.0,0.0,0.0,0.0,1023229.5494314509,1023229.5494314509,0.0,0.0,0.0
2021-12-23,1,8,-4940.000000000001,523.9755089815234,-5463.975508981524,78846.80838340057,339653.6411597409,1017765.5739224693,1023229.5494314509,-5463.975508981617,-0.005339931310640589,-0.005339931310640589
2021-12-24,0,0,0.0,0.0,0.0,0.0,0.0,1017765.5739224693,1023229.5494314509,-5463.975508981617,-0.005339931310640589,0.0
2021-12-27,0,0,0.0,0.0,0.0,0.0,0.0,1017765.5739224693,1023229.5494314509,-5463.975508981617,-0.005339931310640589,0.0
2021-12-28,0,0,0.0,0.0,0.0,0.0,0.0,1017765.5739224693,1023229.5494314509,-5463.975508981617,-0.005339931310640589,0.0
2021-12-29,0,0,0.0,0.0,0.0,0.0,0.0,1017765.5739224693,1023229.5494314509,-5463.975508981617,-0.005339931310640589,0.0
2021-12-30,1,7,2835.000000000002,396.7974597754094,2438.2025402245927,36602.728476808814,298122.20380186505,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0023956425749671606
2021-12-31,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-03,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-04,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-05,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-06,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-07,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-10,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-11,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-12,0,0,0.0,0.0,0.0,0.0,0.0,1020203.7764626939,1023229.5494314509,-3025.7729687569663,-0.0029570813024684117,0.0
2022-01-13,1,8,4380.0,448.778408965595,3931.221591034405,45414.52419319479,354212.1134356234,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0038533689854245434
2022-01-14,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-17,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-18,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-19,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-20,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-21,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-24,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-25,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-26,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-27,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-28,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-01-31,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-01,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-02,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-03,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-04,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-07,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-08,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-09,0,0,0.0,0.0,0.0,0.0,0.0,1024134.9980537284,1024134.9980537284,0.0,0.0,0.0
2022-02-10,1,8,3700.0,444.6216292555331,3255.378370744467,44051.32337170547,342972.8726307876,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0031786613844180245
2022-02-11,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-14,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-15,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-16,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-17,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-18,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-21,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-22,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-23,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-24,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-25,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-02-28,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-01,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-02,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-03,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-04,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-07,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-08,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-09,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-10,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-11,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-14,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-15,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-16,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-17,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-18,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-21,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-22,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-23,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-24,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-25,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-28,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-29,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-30,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-03-31,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-01,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-04,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-05,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-06,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-07,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-08,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-11,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-12,0,0,0.0,0.0,0.0,0.0,0.0,1027390.3764244728,1027390.3764244728,0.0,0.0,0.0
2022-04-13,1,8,-1720.000000000001,525.583466621506,-2245.583466621507,74936.64374958148,343792.7025017413,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,-0.0021857158857536696
2022-04-14,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-15,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-18,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-19,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-20,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-21,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-22,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-25,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-26,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-27,0,0,0.0,0.0,0.0,0.0,0.0,1025144.7929578513,1027390.3764244728,-2245.583466621465,-0.0021857158857536696,0.0
2022-04-28,1,7,-2695.000000000001,430.9595879088328,-3125.959587908834,38698.82979713447,293262.0766389842,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,-0.0030492859246638027
2022-04-29,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-02,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-03,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-04,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-05,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-06,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-09,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-10,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-11,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-12,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-13,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-16,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-17,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-18,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-19,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-20,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-23,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-24,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-25,0,0,0.0,0.0,0.0,0.0,0.0,1022018.8333699425,1027390.3764244728,-5371.543054530281,-0.005228336937731837,0.0
2022-05-26,1,8,9719.999999999998,560.9440208788264,9159.05597912117,62705.80608905319,321590.4072490079,1031177.8893490636,1031177.8893490636,0.0,0.0,0.008961729158082798
2022-05-27,0,0,0.0,0.0,0.0,0.0,0.0,1031177.8893490636,1031177.8893490636,0.0,0.0,0.0
2022-05-30,1,7,69.99999999999851,1308.6060920539007,-1238.6060920539023,289064.2690943647,338319.7224174202,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,-0.0012011565655619671
2022-05-31,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-01,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-02,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-03,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-06,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-07,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-08,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-09,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-10,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-13,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-14,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-15,0,0,0.0,0.0,0.0,0.0,0.0,1029939.2832570097,1031177.8893490636,-1238.6060920539312,-0.0012011565655619671,0.0
2022-06-16,1,9,-2519.999999999999,738.3181449413335,-3258.3181449413323,111532.40339123146,358243.1285137405,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,-0.0031636021636513023
2022-06-17,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-20,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-21,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-22,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-23,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-24,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-27,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-28,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-29,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-06-30,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-01,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-04,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-05,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-06,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-07,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-08,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-11,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-12,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-13,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-14,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-15,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-18,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-19,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-20,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-21,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-22,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-25,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-26,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-27,0,0,0.0,0.0,0.0,0.0,0.0,1026680.9651120683,1031177.8893490636,-4496.924236995284,-0.004360958747703592,0.0
2022-07-28,1,8,2399.999999999999,456.8968513806325,1943.1031486193665,54911.35197970454,334431.1736446539,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0018926065785269675
2022-07-29,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-01,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-02,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-03,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-04,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-05,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-08,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-09,0,0,0.0,0.0,0.0,0.0,0.0,1028624.0682606878,1031177.8893490636,-2553.821088375873,-0.0024766057483912585,0.0
2022-08-10,1,7,-454.999999999999,770.0984798105194,-1225.0984798105185,156764.79404057848,318951.7261956677,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,-0.0011910070137499673
2022-08-11,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
2022-08-12,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
2022-08-15,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
2022-08-16,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
2022-08-17,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
2022-08-18,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
2022-08-19,0,0,0.0,0.0,0.0,0.0,0.0,1027398.9697808772,1031177.8893490636,-3778.919568186393,-0.003664663107324606,0.0
