date,signals,lots,gross_pnl_rupees,total_cost_rupees,net_pnl_rupees,turnover_rupees,maximum_margin_rupees,equity_rupees,peak_equity_rupees,drawdown_rupees,drawdown_pct,daily_return
2021-08-06,0,0,0.0,0.0,0.0,0.0,0.0,1006664.0649751701,1006664.0649751701,0.0,0.0,0.0
2021-08-09,0,0,0.0,0.0,0.0,0.0,0.0,1006664.0649751701,1006664.0649751701,0.0,0.0,0.0
2021-08-10,0,0,0.0,0.0,0.0,0.0,0.0,1006664.0649751701,1006664.0649751701,0.0,0.0,0.0
2021-08-11,0,0,0.0,0.0,0.0,0.0,0.0,1006664.0649751701,1006664.0649751701,0.0,0.0,0.0
2021-08-12,1,6,5445.000000000001,352.2453358082605,5092.754664191741,19694.605663074635,239104.21639416384,1011756.8196393618,1011756.8196393618,0.0,0.0,0.005059040887008592
2021-08-13,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-16,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-17,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-18,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-19,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-20,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-23,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-24,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-25,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-26,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-27,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-30,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-08-31,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-09-01,0,0,0.0,0.0,0.0,0.0,0.0,1011756.8196393618,1011756.8196393618,0.0,0.0,0.0
2021-09-02,1,7,-454.9999999999992,417.2448379911908,-872.24483799119,44226.34528402968,292409.5785724525,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,-0.0008621091759006827
2021-09-03,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-06,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-07,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-08,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-09,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-10,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-13,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-14,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-15,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-16,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-17,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-20,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-21,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-22,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-23,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-24,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-27,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-28,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-29,0,0,0.0,0.0,0.0,0.0,0.0,1010884.5748013706,1011756.8196393618,-872.2448379911948,-0.0008621091759006827,0.0
2021-09-30,1,8,5199.999999999999,496.13936657010856,4703.86063342989,59824.54453162666,347297.7337857942,1015588.4354348005,1015588.4354348005,0.0,0.0,0.004653212395049344
2021-10-01,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-04,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-05,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-06,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-07,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-08,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-11,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-12,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-13,0,0,0.0,0.0,0.0,0.0,0.0,1015588.4354348005,1015588.4354348005,0.0,0.0,0.0
2021-10-14,1,7,-2782.5000000000014,427.6838666419766,-3210.183866641978,44098.89698901151,310289.7551036363,1012378.2515681585,1015588.4354348005,-3210.18386664195,-0.003160910221735258,-0.003160910221735258
2021-10-15,0,0,0.0,0.0,0.0,0.0,0.0,1012378.2515681585,1015588.4354348005,-3210.18386664195,-0.003160910221735258,0.0
2021-10-18,0,0,0.0,0.0,0.0,0.0,0.0,1012378.2515681585,1015588.4354348005,-3210.18386664195,-0.003160910221735258,0.0
2021-10-19,0,0,0.0,0.0,0.0,0.0,0.0,1012378.2515681585,1015588.4354348005,-3210.18386664195,-0.003160910221735258,0.0
2021-10-20,0,0,0.0,0.0,0.0,0.0,0.0,1012378.2515681585,1015588.4354348005,-3210.18386664195,-0.003160910221735258,0.0
2021-10-21,1,7,3814.999999999999,539.6256736259577,3275.3743263740416,86710.33752011642,318180.7458439601,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0032353266393272406
2021-10-22,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-10-25,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-10-26,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-10-27,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-10-28,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-10-29,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-11-01,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-11-02,0,0,0.0,0.0,0.0,0.0,0.0,1015653.6258945325,1015653.6258945325,0.0,0.0,0.0
2021-11-03,1,8,6600.000000000002,447.76770338687857,6152.232296613123,51743.89078912501,350582.6027948463,1021805.8581911457,1021805.8581911457,0.0,0.0,0.006057411837814941
2021-11-04,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-05,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-08,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-09,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
2021-11-10,0,0,0.0,0.0,0.0,0.0,0.0,1021805.8581911457,1021805.8581911457,0.0,0.0,0.0
