trade_id,trade_date,entry_ts,exit_ts,split,structure,span_time_slot,entry_dte,confidence_score,quality_switch_pass,skip_reason,lots,lot_size,margin_cap_lots,risk_cap_lots,binding_constraint,equity_before,margin_rupees,margin_utilization,max_loss_rupees,q95_cost_reserve_rupees,cash_risk_reserved_rupees,cash_risk_utilization,gross_pnl_rupees,base_slippage_rupees,ladder_impact_rupees,volume_impact_rupees,oi_impact_rupees,impact_rupees,slippage_rupees,brokerage_rupees,stt_rupees,stamp_duty_rupees,exchange_charges_rupees,sebi_charges_rupees,ipft_rupees,gst_rupees,charges_rupees,total_cost_rupees,net_pnl_rupees,turnover_rupees,position_net_return_on_margin,equity_after,drawdown_after_rupees,drawdown_after_pct,executed,profile,config_id
947,2022-04-28,2022-04-28 08:09:00+00:00,2022-04-28 14:39:00+05:30,discovery_2021_2023,short_iron_fly,ID2,14.077083333333333,0.4444444444444444,True,,7,50.0,8,7,cash_risk,1025144.7929578512,293262.0766389842,0.2860689325581363,35857.5,1844.176952565028,37701.67695256503,0.036776928694905966,-2695.000000000001,189.8992473643657,19.311787867562614,5.759911027887476,1.3473077355368757,26.419006630986967,216.31825399535268,160.0,8.946877885784781,0.6241522207669474,13.556200077936207,0.038698829797134474,0.19349414898567238,31.28191075020942,214.64133391348017,430.9595879088328,-3125.959587908834,38698.82979713447,-0.010659269768988911,1022018.8333699424,-5371.543054530397,-0.005228336937731948,True,max_margin_efficiency_dd_1.5%,5628
950,2022-05-17,2022-05-17 08:21:00+00:00,,discovery_2021_2023,,,,0.1805555555555555,False,confidence_score_at_or_below_0.40,0,,7,0,quality_switch,1022018.8333699424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022018.8333699424,-5371.543054530397,-0.005228336937731948,False,max_margin_efficiency_dd_1.5%,5628
952,2022-05-23,2022-05-23 06:43:00+00:00,,discovery_2021_2023,,,,0.0416666666666666,False,confidence_score_at_or_below_0.40,0,,7,0,quality_switch,1022018.8333699424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022018.8333699424,-5371.543054530397,-0.005228336937731948,False,max_margin_efficiency_dd_1.5%,5628
954,2022-05-26,2022-05-26 07:43:00+00:00,2022-05-26 14:13:00+05:30,discovery_2021_2023,short_iron_fly,ID2,14.095138888888888,0.625,True,,8,50.0,8,10,margin,1022018.8333699424,321590.4072490079,0.314661918889122,30120.0,2114.463589658114,32234.463589658113,0.03153998980955191,9719.999999999998,285.45605585101765,33.86766764334108,5.262687719967943,2.3695528252049156,41.499908188513935,326.95596403953164,160.0,18.024712531253414,0.7996914307963908,21.965843872995332,0.06270580608905318,0.3135290304452659,32.82157416771534,233.9880568392948,560.9440208788264,9159.05597912117,62705.80608905319,0.028480501198623442,1031177.8893490636,0.0,0.0,True,max_margin_efficiency_dd_1.5%,5628
955,2022-05-30,2022-05-30 08:25:00+00:00,2022-05-30 14:55:00+05:30,discovery_2021_2023,short_iron_fly,ID2,10.06597222222222,0.4861111111111111,True,,7,50.0,7,25,margin,1031177.8893490636,338319.7224174202,0.32809055150609,9240.000000000007,1844.176952565028,11084.176952565034,0.010749044434575666,69.99999999999851,797.8255137699769,81.13479801050613,33.582652423775414,9.32883950108626,124.04628993536781,921.8718037053447,160.0,72.05309932266485,4.348742113471051,101.25921346375597,0.2890642690943647,1.4453213454718237,47.33884783409799,386.73428834855605,1308.6060920539007,-1238.6060920539023,289064.2690943647,-0.003661051987166463,1029939.2832570096,-1238.6060920540476,-0.0012011565655620782,True,max_margin_efficiency_dd_1.5%,5628
957,2022-06-07,2022-06-07 05:47:00+00:00,,discovery_2021_2023,,,,0.1944444444444444,False,confidence_score_at_or_below_0.40,0,,7,0,quality_switch,1029939.2832570096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029939.2832570096,-1238.6060920540476,-0.0012011565655620782,False,max_margin_efficiency_dd_1.5%,5628
959,2022-06-13,2022-06-13 05:16:00+00:00,,discovery_2021_2023,,,,0.125,False,confidence_score_at_or_below_0.40,0,,7,0,quality_switch,1029939.2832570096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029939.2832570096,-1238.6060920540476,-0.0012011565655620782,False,max_margin_efficiency_dd_1.5%,5628
960,2022-06-14,2022-06-14 05:25:00+00:00,,discovery_2021_2023,,,,0.1111111111111111,False,confidence_score_at_or_below_0.40,0,,7,0,quality_switch,1029939.2832570096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029939.2832570096,-1238.6060920540476,-0.0012011565655620782,False,max_margin_efficiency_dd_1.5%,5628
962,2022-06-16,2022-06-16 06:40:00+00:00,2022-06-16 13:10:00+05:30,discovery_2021_2023,short_iron_fly,ID1,7.138888888888889,0.5416666666666666,True,,9,50.0,9,11,margin,1029939.2832570096,358243.1285137405,0.3478293665825202,31072.5,2392.269694146484,33464.76969414648,0.032491983011192445,-2519.999999999999,404.7330547086543,54.879058265580255,9.206075266513443,4.955392105901558,69.04052563799524,473.7735803466496,160.0,27.134657452721203,1.7178926545736717,39.069800907948384,0.11153240339123147,0.5576620169561572,35.953019159093245,264.5445645946839,738.3181449413335,-3258.3181449413323,111532.40339123146,-0.009095270461876727,1026680.9651120685,-4496.924236995168,-0.004360958747703481,True,max_margin_efficiency_dd_1.5%,5628
963,2022-06-23,2022-06-23 05:03:00+00:00,,discovery_2021_2023,,,,0.1666666666666666,False,confidence_score_at_or_below_0.40,0,,9,0,quality_switch,1026680.9651120685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026680.9651120685,-4496.924236995168,-0.004360958747703481,False,max_margin_efficiency_dd_1.5%,5628
968,2022-07-27,2022-07-27 06:08:00+00:00,,discovery_2021_2023,,,,0.3472222222222222,False,confidence_score_at_or_below_0.40,0,,8,0,quality_switch,1026680.9651120685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1026680.9651120685,-4496.924236995168,-0.004360958747703481,False,max_margin_efficiency_dd_1.5%,5628
